-0.5502,0.3791,0
0.3269,0.6814,1
0.0472,-0.7591,0
-1.1268,1.018,0
-2.2916,-0.5674,0
-1.0441,0.0705,0
-0.5294,-0.4563,0
0.7901,-0.559,1
-1.1554,0.9792,0
0.847,1.2015,1
0.5345,-0.736,0
1.1589,-0.402,1
0.1723,-1.1119,0
-0.6486,0.4551,0
0.6743,0.0323,1
1.2337,-0.081,1
-2.0865,0.5066,0
-2.1614,-1.6876,0
-0.4361,0.5441,1
0.5203,-0.2828,1
0.3496,-1.2991,0
2.3865,-0.2576,1
-0.1468,-0.2323,0
1.121,0.1653,1
0.1744,-0.3727,0
-0.3784,0.1916,0
-0.0391,0.0992,1
-0.5845,1.068,1
0.5353,1.6758,1
0.6479,0.2351,1
-0.0484,1.0163,1
0.0809,-0.931,0
-0.7655,-2.1263,0
1.3587,1.4639,1
-1.3438,-0.972,0
-0.7974,-0.6432,0
0.4577,0.3173,1
0.287,0.5557,1
0.4164,0.5403,1
-1.5915,-0.6413,0
0.5743,-1.8475,0
1.3772,1.2486,1
0.1518,0.3567,1
-0.3116,1.2904,1
0.6671,0.2061,1
-1.4978,1.1012,0
-0.8342,0.6108,0
-0.3039,0.3196,1
1.6467,-1.5548,1
-0.1786,-0.9925,0
